batch,acc
0,0.99609375
1,0.98828125
2,0.97265625
3,0.984375
4,0.9765625
5,0.984375
6,0.984375
7,0.984375
8,0.9765625
9,0.984375
10,0.984375
11,0.984375
12,1.0
13,0.984375
14,0.99609375
15,0.984375
16,0.9765625
17,0.98046875
18,0.98828125
19,0.99609375
20,1.0
21,1.0
22,0.99609375
23,0.9921875
24,1.0
25,0.9765625
26,0.99609375
27,1.0
28,0.99609375
29,0.99609375
30,0.9921875
31,0.99609375
32,0.99609375
33,1.0
34,1.0
35,0.99609375
36,1.0
37,0.96875
38,0.98828125
39,1.0
